iter	MultiClass
435	0.7442817899
436	0.7441426102
437	0.7438679709
438	0.743690616
439	0.7436087034
440	0.7433735874
441	0.743313021
442	0.7429714574
443	0.7428005489
444	0.7423774135
445	0.7421646617
446	0.7419382038
447	0.7417749934
448	0.7416741484
449	0.7414760915
450	0.7412712967
451	0.7412293252
452	0.7411230345
453	0.7409789215
454	0.7408922463
455	0.7407460051
456	0.7406891333
457	0.740447524
458	0.7402823724
459	0.7400692614
460	0.7398375634
461	0.7396287238
462	0.7395091397
463	0.739193021
464	0.7390638808
465	0.7389713338
466	0.7387152746
467	0.7384621879
468	0.7383824552
469	0.7382794682
470	0.7380942363
471	0.7379891182
472	0.7378363351
473	0.7377132202
474	0.7375886079
475	0.7375498372
476	0.7372814251
477	0.7370855163
478	0.7368086883
479	0.7365929164
480	0.7364131842
481	0.7363557318
482	0.7362222256
483	0.735875054
484	0.7357297934
485	0.7355695141
486	0.7354052694
487	0.7352328073
488	0.7350913083
489	0.7348614152
490	0.7347430614
491	0.7344334754
492	0.7342996331
493	0.7339296133
494	0.7338312013
495	0.7335429468
496	0.7334228641
497	0.7332120711
498	0.7329278771
499	0.7326788389
500	0.7326060012
501	0.7323865884
502	0.7321480594
503	0.7319193874
504	0.7317409886
505	0.7314372358
506	0.7309757527
507	0.7306485121
508	0.7304417743
509	0.7301848826
510	0.730080355
511	0.7298180828
512	0.7297751985
513	0.7295551483
514	0.7293771118
515	0.7291768919
516	0.7290302061
517	0.7286476983
518	0.72827223
519	0.728120016
520	0.7279324935
521	0.7277783337
522	0.7274622791
523	0.7272867064
524	0.7271015126
525	0.7268711184
526	0.7268430908
527	0.7264461003
528	0.7262858072
529	0.7259895692
530	0.7258657346
531	0.7256708764
532	0.7255187428
533	0.7254509844
534	0.72536403
535	0.7253005097
536	0.7250491338
537	0.7249088228
538	0.7246685585
539	0.7243469092
540	0.7240515038
541	0.7238331591
542	0.723681971
543	0.7236235744
544	0.7233862303
545	0.7232071825
546	0.7230233932
547	0.7228734051
548	0.7227250843
549	0.7224959187
550	0.722379888
551	0.7223136806
552	0.7222187817
553	0.7219625141
554	0.7218252702
555	0.7215393324
556	0.7214522905
557	0.7211578001
558	0.7210424832
559	0.7205162415
560	0.7201579475
561	0.7199842689
562	0.7197581237
563	0.719646137
564	0.7194632485
565	0.719266105
566	0.7192021275
567	0.7190726776
568	0.7188588809
569	0.7186509478
570	0.7183008925
571	0.7182686108
572	0.7180505906
573	0.7179830287
574	0.7177954433
575	0.7175934546
576	0.7174109608
577	0.7171632939
578	0.7169120218
579	0.7166499657
580	0.716466489
581	0.7162464179
582	0.7161600042
583	0.7159426285
584	0.7158097596
585	0.7156077219
586	0.7154738174
587	0.7152616698
588	0.7150640954
589	0.7149117463
590	0.714774865
591	0.7146370671
592	0.7144493608
593	0.7142897159
594	0.7140769016
595	0.7138649271
596	0.7136684185
597	0.7135546102
598	0.7135217026
599	0.7131199666
600	0.7129520872
601	0.7127419098
602	0.7126259488
603	0.7125228181
604	0.7122151579
605	0.711924275
606	0.7118463728
607	0.7117695152
608	0.7116682873
609	0.7115046271
610	0.7114410895
611	0.7113782548
612	0.711285783
613	0.7111729857
614	0.7110254877
615	0.7109131153
616	0.7106847176
617	0.7105756914
618	0.7104667697
619	0.7103391308
620	0.710144906
621	0.7100262204
622	0.7097873272
623	0.7096709768
624	0.7094282379
625	0.7093321208
626	0.7090443986
627	0.70870968
628	0.7086444277
629	0.7085324018
630	0.7081766313
631	0.7080409431
632	0.7079014624
633	0.7077769818
634	0.7075962724
635	0.7074339602
636	0.7073182693
637	0.7071813761
638	0.7069103839
639	0.7068441796
640	0.7066222636
641	0.7065230084
642	0.7062332204
643	0.7059380268
644	0.7057515007
645	0.705626753
646	0.7053698782
647	0.7050891226
648	0.7049306929
649	0.7047759507
650	0.7046201211
651	0.7044770743
652	0.7043710675
653	0.7040147052
654	0.7038769983
655	0.7037224587
656	0.7035810491
657	0.7035476966
658	0.7034278553
659	0.7033399257
660	0.7032111983
661	0.7031730711
662	0.7029950636
663	0.7027774374
664	0.7026433695
665	0.7023573803
666	0.702073767
667	0.7019062964
668	0.7018286229
669	0.7017304559
670	0.7015033312
671	0.7014212193
672	0.701199566
673	0.7009737227
674	0.7007139389
675	0.7006112116
676	0.7005307241
677	0.7003405754
678	0.6999856999
679	0.6998493695
680	0.6994140319
681	0.6992003281
682	0.699075116
683	0.6989799681
684	0.6988650897
685	0.6985535712
686	0.6983679186
687	0.6983256361
688	0.6978232099
689	0.6975915347
690	0.6974109961
691	0.6971500494
692	0.6970237839
693	0.696803827
694	0.6966102387
695	0.696487675
696	0.6963789088
697	0.6962055112
698	0.6961708217
699	0.6960377351
700	0.6958695544
701	0.6955990335
702	0.6954767597
703	0.695377565
704	0.6950104955
705	0.6949062476
706	0.6948332964
707	0.6945574198
708	0.6943552142
709	0.694208716
710	0.6938366471
711	0.6936325741
712	0.6934088197
713	0.6933579977
714	0.693263192
715	0.6928564302
716	0.6926693935
717	0.6925673109
718	0.6924544386
719	0.6923266118
720	0.6922335902
721	0.6921010893
722	0.6920205167
723	0.6918470894
724	0.6916434089
725	0.6915643566
726	0.6913893889
727	0.6910448042
728	0.6908059177
729	0.6906880975
730	0.6906070225
731	0.6905011892
732	0.6902954103
733	0.6900625421
734	0.6898424255
735	0.689612221
736	0.6893300235
737	0.6890361655
738	0.6887564258
739	0.6885008543
740	0.6884078357
741	0.6881726808
742	0.6880780843
743	0.6878475017
744	0.687535025
745	0.6874447675
746	0.6873153579
747	0.6872101258
748	0.6870356378
749	0.6868507483
750	0.6867939349
751	0.6865797844
752	0.6862841953
753	0.6862409713
754	0.685919629
755	0.6858622662
756	0.6856387484
757	0.6854737543
758	0.6853393491
759	0.6851060145
760	0.6849607721
761	0.6847926911
762	0.6846939377
763	0.6845948974
764	0.6844242778
765	0.6843151891
766	0.6842098758
767	0.684121275
768	0.6840328425
769	0.6839378012
770	0.6838088057
771	0.683677883
772	0.6834669494
773	0.6833582479
774	0.6831653018
775	0.6830257124
776	0.6827348297
777	0.6826231086
778	0.6823163972
779	0.6822635805
780	0.6820626113
781	0.6819001766
782	0.681725993
783	0.681611275
784	0.6814428304
785	0.6812970527
786	0.6811943621
787	0.6810632957
788	0.680922646
789	0.6806497303
790	0.6805868679
791	0.6803853667
792	0.6801105308
793	0.6800388415
794	0.6799104027
795	0.6797698623
796	0.6797107946
797	0.6795340038
798	0.6794434577
799	0.679271068
800	0.6789250197
801	0.6787801835
802	0.6785536516
803	0.6783084249
804	0.6779990049
805	0.6779098974
806	0.6776846785
807	0.6775888543
808	0.6773872436
809	0.6772101263
810	0.6770572635
811	0.6769997306
812	0.6768410456
813	0.6768043104
814	0.6766627664
815	0.6765499731
816	0.6763896956
817	0.6761900429
818	0.6758997842
819	0.6757882861
820	0.6757189892
821	0.6756260972
822	0.67556957
823	0.6754414289
824	0.6753130712
825	0.6750417741
826	0.6749209452
827	0.6747818447
828	0.674679956
829	0.6744968322
830	0.6743200747
831	0.6741784417
832	0.6741402717
833	0.6737993096
834	0.6736704989
835	0.67351833
836	0.6734574733
837	0.6732802923
838	0.673086733
839	0.6729084978
840	0.6727359748
841	0.672319337
842	0.67212328
843	0.6720617569
844	0.6719899371
845	0.6717586827
846	0.6715188451
847	0.671253149
848	0.6711459176
849	0.6710587665
850	0.6708504842
851	0.6706655776
852	0.6705443189
853	0.6703922939
854	0.6702988162
855	0.6700465206
856	0.6698320553
857	0.6697477986
858	0.6695064939
859	0.6693919095
860	0.6691764236
861	0.668962797
862	0.6688310153
863	0.668769959
864	0.6686390906
865	0.6685076977
866	0.6684385552
867	0.6681649892
868	0.6680909278
869	0.6680265648
870	0.6679382257
871	0.6677380725
872	0.6676308509
873	0.6674425105
874	0.6673097011
875	0.6669155403
876	0.6668431886
877	0.6666606065
878	0.6665842684
879	0.6662889866
880	0.6662308528
881	0.6660511687
882	0.6659827458
883	0.6656404078
884	0.6653631278
885	0.6653052428
886	0.6652011973
887	0.6649303144
888	0.6647612707
889	0.6646533118
890	0.6644127319
891	0.6642565276
892	0.6640224896
893	0.663900025
894	0.6636177303
895	0.6634846316
896	0.6634037368
897	0.6632117252
898	0.6630746748
899	0.6629434736
900	0.6628890545
901	0.6626774726
902	0.6625725014
903	0.6622851282
904	0.6622107397
905	0.6620226628
906	0.661962611
907	0.6619424752
908	0.6617793875
909	0.661642329
910	0.6615032938
911	0.6614582927
912	0.6611859513
913	0.6610182483
914	0.6609045126
915	0.6607798986
916	0.6605791118
917	0.6602618993
918	0.6600772234
919	0.6599684005
920	0.6597368701
921	0.6596993697
922	0.6593930421
923	0.6593515074
924	0.6592922625
925	0.6592479122
926	0.6588996523
927	0.6587933517
928	0.6585630434
929	0.6584319116
930	0.6583062049
931	0.6581494422
932	0.658034084
933	0.6579718126
934	0.6578744127
935	0.6577322833
936	0.657702891
937	0.6575333255
938	0.6574160378
939	0.6572835767
940	0.6571540926
941	0.6570169179
942	0.656893139
943	0.6568160489
944	0.656592198
945	0.65622977
946	0.6561498999
947	0.6559885795
948	0.6558859528
949	0.6556877942
950	0.6555434907
951	0.6554104227
952	0.6552094042
953	0.6550794225
954	0.6549361417
955	0.65486174
956	0.6547002915
957	0.6546512193
958	0.6544723231
959	0.6543356005
960	0.6541063177
961	0.6540515221
962	0.6537856214
963	0.6536768714
964	0.6534992085
965	0.6533998557
966	0.6532121503
967	0.6531021758
968	0.6529283629
969	0.6528137294
970	0.652692688
971	0.652598202
972	0.6522188292
973	0.6521230058
974	0.6520359839
975	0.6519303259
976	0.6517283952
977	0.6516016185
978	0.6515692886
979	0.6512814404
980	0.6512474582
981	0.6511556328
982	0.6511015356
983	0.651038265
984	0.6509169607
985	0.6508586095
986	0.6506808619
987	0.6505015697
988	0.6504369737
989	0.6502270143
990	0.6500603974
991	0.6498707952
992	0.6496169878
993	0.6495196843
994	0.6494288375
995	0.6490605228
996	0.648949858
997	0.6487287892
998	0.6485453666
999	0.6484535797
1000	0.6483622722
1001	0.6481226302
1002	0.6479826837
1003	0.6478914634
1004	0.6477838572
1005	0.6477212373
1006	0.647483985
1007	0.6473732332
1008	0.6472659541
1009	0.6472175649
1010	0.6470873874
1011	0.6468967432
1012	0.6467938383
1013	0.6466502156
1014	0.6464807034
1015	0.6463896941
1016	0.646140432
1017	0.6458027322
1018	0.6457522227
1019	0.645490459
1020	0.6453251535
1021	0.6452120904
1022	0.6450841442
1023	0.6450178893
1024	0.6448812676
1025	0.6446520877
1026	0.6445709892
1027	0.6443852346
1028	0.6442944604
1029	0.6441803587
1030	0.6438990458
1031	0.6437831508
1032	0.6436272473
1033	0.6433752276
1034	0.6432191807
1035	0.6431268307
1036	0.6430072419
1037	0.6428890502
1038	0.6427981098
1039	0.642714868
1040	0.6426812176
1041	0.6425744293
1042	0.6423661971
1043	0.6422782459
1044	0.6422054657
1045	0.6419515546
1046	0.6417139678
1047	0.6414997223
1048	0.6414085003
1049	0.6412691417
1050	0.6410677242
1051	0.640853955
1052	0.640765418
1053	0.6406260165
1054	0.6405024922
1055	0.6403130283
1056	0.6402465098
1057	0.6400302393
1058	0.6399658427
1059	0.639883885
1060	0.6398233058
1061	0.6397737739
1062	0.6395159949
1063	0.6394214583
1064	0.6392734391
1065	0.639086029
1066	0.6390061262
1067	0.6388253847
1068	0.6387602536
1069	0.6385428056
1070	0.6384187131
1071	0.638362903
1072	0.6382147469
1073	0.6381198114
1074	0.6380693143
1075	0.6377714533
1076	0.6374239889
1077	0.6372702405
1078	0.6371295408
1079	0.6369076035
1080	0.6368100001
1081	0.6366788688
1082	0.6365295268
1083	0.6363718868
1084	0.6362464631
1085	0.6361329748
1086	0.6358791405
1087	0.635784546
1088	0.6356850692
1089	0.6355693708
1090	0.6353076401
1091	0.6351485496
1092	0.6350238845
1093	0.6348959268
1094	0.6348353639
1095	0.6346912015
1096	0.6346016292
1097	0.6344293919
1098	0.6343279064
1099	0.6342549456
1100	0.6339925519
1101	0.633910081
1102	0.6337454995
1103	0.6336576859
1104	0.6335609575
1105	0.63339743
1106	0.6332861945
1107	0.6331970402
1108	0.6330756988
1109	0.6330141013
1110	0.6329526076
1111	0.6328871737
1112	0.6327846778
1113	0.6326208473
1114	0.632586412
1115	0.6323324102
1116	0.6322399059
1117	0.6321712248
1118	0.6320182599
1119	0.6318587475
1120	0.6316785847
1121	0.6316246785
1122	0.6314222282
1123	0.6313716662
1124	0.6312338717
1125	0.6311096596
1126	0.6310358986
1127	0.6307985881
1128	0.6307226806
1129	0.6304704174
1130	0.6302655891
1131	0.6301903813
1132	0.6301153776
1133	0.629958869
1134	0.6297849906
1135	0.6297184711
1136	0.6295584102
1137	0.6294155885
1138	0.6292310688
1139	0.6291303932
1140	0.6289557954
1141	0.628884745
1142	0.6288331095
1143	0.6287333971
1144	0.6286194888
1145	0.6285356731
1146	0.6283723915
1147	0.6281938098
1148	0.6281055041
1149	0.6279773216
1150	0.6278509441
1151	0.6278001471
1152	0.6277544865
1153	0.6276196498
1154	0.6274654453
1155	0.6273243088
1156	0.6271912965
1157	0.626952967
1158	0.6268090297
1159	0.6267447265
1160	0.6267187947
1161	0.6266225218
1162	0.6265245844
1163	0.6264813404
1164	0.6264232161
1165	0.6263221536
1166	0.6262327992
1167	0.6261062366
1168	0.6260456833
1169	0.6259520306
1170	0.6258964005
1171	0.6257203053
1172	0.625604883
1173	0.6254251413
1174	0.6253557938
1175	0.6251094962
1176	0.6250455464
1177	0.6249730208
1178	0.6248416744
1179	0.6245494051
1180	0.6243394014
1181	0.6242969677
1182	0.6242776225
1183	0.624196071
1184	0.6240616265
1185	0.623860289
1186	0.6237875625
1187	0.6235853913
1188	0.6235361564
1189	0.6232410815
1190	0.6230918158
1191	0.623046555
1192	0.6229565392
1193	0.6227904326
1194	0.6226542636
1195	0.6225473268
1196	0.6224040882
1197	0.6222100299
1198	0.622040311
1199	0.6220114878
1200	0.6218963235
1201	0.6217587398
1202	0.6217075973
1203	0.6215127522
1204	0.6213029409
1205	0.6212513698
1206	0.6211742964
1207	0.6211293709
1208	0.6210020961
1209	0.6209320805
1210	0.620883724
1211	0.6206905058
1212	0.6205248764
1213	0.6203579838
1214	0.6202656815
1215	0.6201401726
1216	0.6200270997
1217	0.6199359608
1218	0.6197377006
1219	0.6195755846
1220	0.6194803537
1221	0.6193487729
1222	0.6192466939
1223	0.6191331236
1224	0.6190550925
1225	0.6189824839
1226	0.6187829271
1227	0.6186621312
1228	0.618502327
1229	0.6183384048
1230	0.6181467281
1231	0.6180448619
1232	0.6178459725
1233	0.6178276503
1234	0.6176655977
1235	0.6175736544
1236	0.6174372374
1237	0.6172458847
1238	0.6169653668
1239	0.616778747
1240	0.6165899807
1241	0.6165154351
1242	0.6163744584
1243	0.6162509387
1244	0.6160681354
1245	0.61597012
1246	0.6158962857
1247	0.6157509568
1248	0.6156467271
1249	0.6155136924
1250	0.615386828
1251	0.615193086
1252	0.6150923765
1253	0.6149459153
1254	0.614823273
1255	0.6146307255
1256	0.6144622387
1257	0.6142692671
1258	0.6141941794
1259	0.6140592913
1260	0.6140254313
1261	0.6139543473
1262	0.6138588405
1263	0.6136990736
1264	0.6135640949
1265	0.6134124392
1266	0.6133109633
1267	0.6131157918
1268	0.6129908105
1269	0.6127853022
1270	0.612636233
1271	0.6125782729
1272	0.6124049846
1273	0.6121963581
1274	0.6120867736
1275	0.6118754339
1276	0.61178321
1277	0.6116917374
1278	0.611558159
1279	0.6115314732
1280	0.6114667843
1281	0.6113440839
1282	0.6112520949
1283	0.6111250509
1284	0.6109069567
1285	0.6107994456
1286	0.6107064237
1287	0.6106258767
1288	0.6105077337
1289	0.6104324768
1290	0.6101798426
1291	0.609902633
1292	0.6097792788
1293	0.6094612884
1294	0.6093529377
1295	0.609205488
1296	0.6091153201
1297	0.6089630383
1298	0.6088767601
1299	0.6087656265
1300	0.6086786788
1301	0.6085067059
1302	0.6084665682
1303	0.6084122402
1304	0.6082506089
1305	0.6080641147
1306	0.6079787002
1307	0.6078798121
1308	0.6078248774
1309	0.6076999925
1310	0.6075618482
1311	0.607481645
1312	0.6073525957
1313	0.607286633
1314	0.6071680801
1315	0.6071356407
1316	0.6070558305
1317	0.6069573423
1318	0.6068434339
1319	0.6066945322
1320	0.6066206314
1321	0.6066048702
1322	0.6065103977
1323	0.6062592693
1324	0.6061960896
1325	0.6061292919
1326	0.6059289684
1327	0.6057877486
1328	0.6055504314
1329	0.6055005395
1330	0.6053483301
1331	0.6051628829
1332	0.6050143456
1333	0.6048722204
1334	0.6048257174
1335	0.6046991046
1336	0.6046196692
1337	0.6045702032
1338	0.6044450683
1339	0.6043210497
1340	0.6041244341
1341	0.6039859826
1342	0.6039122828
1343	0.603768031
1344	0.6035027991
1345	0.6034434784
1346	0.603355969
1347	0.6031883577
1348	0.6031460474
1349	0.6030799132
1350	0.602990059
1351	0.6027958155
1352	0.6026624383
1353	0.6025461556
1354	0.6023842752
1355	0.6022550142
1356	0.6022146237
1357	0.6021279703
1358	0.6019673031
1359	0.6018567298
1360	0.6017607358
1361	0.6016422577
1362	0.6015483418
1363	0.6013876682
1364	0.6012772311
1365	0.6011535177
1366	0.6009100899
1367	0.600689448
1368	0.600655271
1369	0.6006069029
1370	0.6005120081
1371	0.6003550376
1372	0.6002361782
1373	0.6001547795
1374	0.6000870958
1375	0.5999359561
1376	0.5998025805
1377	0.5996209974
1378	0.5994958816
1379	0.5993234599
1380	0.5991595979
1381	0.5990112463
1382	0.5988438968
1383	0.5986741179
1384	0.5985804414
1385	0.5985325312
1386	0.598410334
1387	0.5982740562
1388	0.5981254475
1389	0.598031586
1390	0.597938607
1391	0.5977852022
1392	0.5976893045
1393	0.597629152
1394	0.5975414754
1395	0.5974380197
1396	0.5973489472
1397	0.5972184429
1398	0.597117768
1399	0.5970101606
1400	0.5969857048
1401	0.596818641
1402	0.5965936369
1403	0.5964883519
1404	0.5963524785
1405	0.5962307862
1406	0.5960888632
1407	0.5959449441
1408	0.595795782
1409	0.5957316882
1410	0.5956590789
1411	0.5955114656
1412	0.5953608477
1413	0.5952218542
1414	0.5950727031
1415	0.5950340749
1416	0.5949599565
1417	0.5948052117
1418	0.5945745031
1419	0.5944805629
1420	0.5943251939
1421	0.5942457878
1422	0.5940493008
1423	0.5939197338
1424	0.5938744348
1425	0.5938355986
1426	0.5937927256
1427	0.5936284372
1428	0.5935878665
1429	0.5934552477
1430	0.5932243087
1431	0.5930491395
1432	0.5929211947
1433	0.5926617867
1434	0.5925312202
1435	0.5924738199
1436	0.5923733655
1437	0.5922477853
1438	0.5921940489
1439	0.592025158
1440	0.5919283428
1441	0.591792011
1442	0.5916108109
1443	0.5915039639
1444	0.5913925198
1445	0.5912543756
1446	0.5910628872
1447	0.5908414438
1448	0.5906910178
1449	0.5905338252
1450	0.5904436927
1451	0.5903269232
1452	0.590192825
1453	0.5900792537
1454	0.5900233199
1455	0.5899458285
1456	0.5898646275
1457	0.5897120261
1458	0.5896321737
1459	0.5894551709
1460	0.5894085916
1461	0.5893139797
1462	0.589245079
1463	0.5891787785
1464	0.58911163
1465	0.589055272
1466	0.5889089363
1467	0.5888163138
1468	0.588755673
1469	0.5886411837
1470	0.5885681491
1471	0.5885029799
1472	0.5884411442
1473	0.5883001652
1474	0.5882084244
1475	0.5880951312
1476	0.5879858297
1477	0.5879194178
1478	0.5878558059
1479	0.5877578976
1480	0.5877153635
1481	0.5875157355
1482	0.5874420375
1483	0.5873050884
1484	0.5872116466
1485	0.5870914614
1486	0.5869513051
1487	0.5869031355
1488	0.5867514932
1489	0.5866757666
1490	0.5865701544
1491	0.5865266957
1492	0.5863731533
1493	0.5862295237
1494	0.5860374086
1495	0.5858805785
1496	0.5857430112
1497	0.5855710828
1498	0.5853762142
1499	0.585262457
1500	0.5851010242
1501	0.5849792926
1502	0.5848022946
1503	0.5847762407
1504	0.5847245957
1505	0.5846411824
1506	0.5845023401
1507	0.5843694428
1508	0.5841580405
1509	0.5840470816
1510	0.5839321448
1511	0.5838822125
1512	0.583756778
1513	0.5837080735
