iter	Passed	Remaining
1461	54040	19886
1462	54076	19848
1463	54126	19816
1464	54163	19779
1465	54197	19741
1466	54233	19704
1467	54269	19667
1468	54303	19629
1469	54346	19594
1470	54393	19560
1471	54428	19523
1472	54470	19488
1473	54516	19454
1474	54567	19422
1475	54601	19384
1476	54639	19347
1477	54677	19311
1478	54713	19273
1479	54765	19241
1480	54802	19204
1481	54837	19167
1482	54871	19129
1483	54905	19091
1484	54940	19053
1485	54975	19015
1486	55011	18978
1487	55048	18941
1488	55084	18903
1489	55118	18865
1490	55153	18828
1491	55191	18791
1492	55229	18755
1493	55266	18718
1494	55302	18680
1495	55353	18648
1496	55390	18611
1497	55426	18574
1498	55477	18541
1499	55524	18508
1500	55560	18470
1501	55596	18433
1502	55635	18397
1503	55674	18360
1504	55710	18323
1505	55745	18285
1506	55780	18247
1507	55816	18210
1508	55851	18172
1509	55886	18135
1510	55921	18097
1511	55954	18059
1512	55990	18022
1513	56036	17988
1514	56070	17950
1515	56103	17911
1516	56138	17874
1517	56174	17836
1518	56210	17799
1519	56258	17765
1520	56293	17728
1521	56330	17691
1522	56364	17653
1523	56398	17615
1524	56435	17578
1525	56471	17540
1526	56506	17503
1527	56570	17474
1528	56606	17437
1529	56641	17399
1530	56676	17362
1531	56716	17325
1532	56753	17289
1533	56790	17251
1534	56826	17214
1535	56862	17177
1536	56896	17139
1537	56928	17100
1538	56964	17063
1539	57000	17026
1540	57035	16988
1541	57070	16950
1542	57104	16913
1543	57147	16877
1544	57182	16840
1545	57217	16802
1546	57251	16764
1547	57284	16726
1548	57321	16689
1549	57355	16651
1550	57408	16619
1551	57445	16582
1552	57480	16544
1553	57517	16507
1554	57552	16470
1555	57588	16432
1556	57638	16399
1557	57677	16363
1558	57713	16325
1559	57748	16288
1560	57783	16250
1561	57818	16213
1562	57856	16176
1563	57890	16138
1564	57924	16100
1565	57960	16062
1566	57995	16025
1567	58038	15990
1568	58090	15957
1569	58126	15919
1570	58161	15882
1571	58198	15845
1572	58235	15808
1573	58272	15771
1574	58310	15734
1575	58347	15697
1576	58383	15660
1577	58417	15622
1578	58451	15584
1579	58485	15546
1580	58524	15510
1581	58563	15473
1582	58597	15435
1583	58633	15398
1584	58686	15365
1585	58738	15332
1586	58782	15297
1587	58816	15259
1588	58853	15222
1589	58891	15185
1590	58937	15151
1591	58974	15114
1592	59025	15080
1593	59061	15043
1594	59097	15006
1595	59133	14968
1596	59169	14931
1597	59204	14893
1598	59242	14856
1599	59292	14823
1600	59329	14786
1601	59372	14750
1602	59422	14716
1603	59460	14679
1604	59499	14643
1605	59536	14606
1606	59577	14569
1607	59614	14532
1608	59653	14496
1609	59689	14458
1610	59725	14421
1611	59758	14383
1612	59793	14345
1613	59828	14308
1614	59862	14270
1615	59897	14233
1616	59947	14199
1617	59984	14161
1618	60019	14124
1619	60053	14086
1620	60087	14048
1621	60125	14012
1622	60163	13975
1623	60200	13938
1624	60236	13900
1625	60271	13863
1626	60308	13825
1627	60343	13788
1628	60376	13750
1629	60409	13712
1630	60445	13675
1631	60480	13637
1632	60515	13600
1633	60549	13562
1634	60588	13525
1635	60625	13488
1636	60663	13451
1637	60698	13414
1638	60734	13377
1639	60770	13339
1640	60809	13303
1641	60862	13269
1642	60900	13232
1643	60953	13199
1644	60990	13162
1645	61027	13125
1646	61063	13087
1647	61100	13050
1648	61137	13013
1649	61173	12976
1650	61209	12938
1651	61244	12901
1652	61278	12863
1653	61315	12826
1654	61351	12789
1655	61386	12751
1656	61424	12714
1657	61459	12677
1658	61492	12639
1659	61525	12601
1660	61560	12564
1661	61594	12526
1662	61629	12488
