iter	Passed	Remaining
434	20632	216524
435	20683	216509
436	20732	216483
437	20783	216468
438	20834	216464
439	20885	216449
440	20936	216437
441	20986	216413
442	21037	216405
443	21087	216382
444	21136	216353
445	21188	216350
446	21238	216331
447	21289	216319
448	21339	216298
449	21393	216313
450	21445	216305
451	21503	216371
452	21557	216388
453	21610	216387
454	21662	216386
455	21715	216393
456	21767	216388
457	21820	216399
458	21875	216417
459	21929	216431
460	21980	216423
461	22032	216416
462	22083	216398
463	22133	216373
464	22182	216334
465	22232	216315
466	22283	216293
467	22334	216278
468	22391	216326
469	22442	216308
470	22503	216386
471	22556	216388
472	22610	216404
473	22663	216404
474	22717	216416
475	22771	216421
476	22822	216411
477	22875	216404
478	22926	216388
479	22975	216353
480	23024	216316
481	23076	216303
482	23130	216314
483	23181	216296
484	23229	216247
485	23275	216188
486	23327	216177
487	23377	216148
488	23427	216121
489	23481	216122
490	23537	216150
491	23586	216117
492	23635	216073
493	23683	216027
494	23733	216001
495	23783	215967
496	23833	215941
497	23882	215897
498	23932	215867
499	23982	215845
500	24031	215800
501	24080	215765
502	24130	215731
503	24180	215701
504	24231	215687
505	24281	215656
506	24331	215622
507	24394	215709
508	24468	215890
509	24536	216016
510	24600	216109
511	24650	216076
512	24701	216056
513	24753	216037
514	24807	216043
515	24860	216032
516	24913	216027
517	24966	216024
518	25020	216028
519	25071	216004
520	25124	215994
521	25179	216003
522	25231	215985
523	25282	215960
524	25334	215948
525	25382	215898
526	25433	215872
527	25490	215895
528	25544	215895
529	25598	215894
530	25649	215873
531	25699	215833
532	25747	215785
533	25796	215740
534	25845	215701
535	25895	215670
536	25944	215626
537	25994	215593
538	26043	215545
539	26096	215534
540	26145	215493
541	26201	215507
542	26252	215482
543	26305	215469
544	26356	215446
545	26409	215433
546	26462	215423
547	26517	215432
548	26572	215437
549	26633	215490
550	26686	215475
551	26743	215501
552	26801	215530
553	26859	215550
554	26917	215578
555	26971	215577
556	27029	215607
557	27087	215635
558	27145	215655
559	27203	215685
560	27258	215685
561	27313	215691
562	27373	215732
563	27430	215748
564	27490	215785
565	27545	215791
566	27600	215792
567	27653	215772
568	27706	215761
569	27759	215741
570	27812	215730
571	27866	215720
572	27919	215708
573	27974	215705
574	28027	215687
575	28080	215673
576	28134	215666
577	28189	215662
578	28240	215631
579	28294	215626
580	28358	215689
581	28412	215677
582	28468	215683
583	28526	215708
584	28580	215696
585	28633	215679
586	28705	215805
587	28768	215862
588	28830	215906
589	28887	215922
590	28937	215879
591	28988	215848
592	29037	215795
593	29085	215744
594	29136	215711
595	29186	215668
596	29238	215637
597	29287	215590
598	29341	215581
599	29392	215544
600	29443	215511
601	29504	215546
602	29553	215500
603	29605	215473
604	29656	215437
605	29708	215408
606	29756	215356
607	29810	215344
608	29864	215330
609	29917	215306
610	29971	215295
611	30022	215262
612	30072	215218
613	30123	215180
614	30173	215142
615	30226	215116
616	30277	215083
617	30330	215059
618	30383	215037
619	30436	215022
620	30494	215031
621	30544	214992
622	30595	214957
623	30647	214923
624	30697	214884
625	30748	214845
626	30798	214800
627	30847	214755
628	30899	214722
629	30951	214693
630	31002	214656
631	31053	214625
632	31105	214595
633	31159	214577
634	31211	214550
635	31262	214509
636	31314	214481
637	31366	214453
638	31418	214422
639	31476	214432
640	31529	214411
641	31582	214387
642	31636	214367
643	31689	214346
644	31741	214313
645	31792	214276
646	31841	214226
647	31891	214182
648	31944	214160
649	31995	214125
650	32048	214096
651	32099	214062
652	32148	214008
653	32198	213966
654	32247	213918
655	32298	213877
656	32347	213830
657	32399	213795
658	32452	213774
659	32510	213779
660	32564	213760
661	32617	213738
662	32668	213698
663	32718	213654
664	32767	213603
665	32819	213573
666	32868	213524
667	32919	213486
668	32971	213454
669	33023	213421
670	33073	213377
671	33126	213348
672	33176	213303
673	33228	213272
674	33280	213243
675	33332	213209
676	33382	213165
677	33433	213123
678	33489	213117
679	33540	213082
680	33590	213036
681	33639	212987
682	33691	212949
683	33739	212896
684	33791	212864
685	33846	212848
686	33898	212815
687	33951	212791
688	34003	212757
689	34054	212717
690	34110	212707
691	34162	212675
692	34216	212655
693	34270	212636
694	34321	212596
695	34370	212543
696	34421	212503
697	34472	212467
698	34523	212426
699	34572	212376
700	34624	212342
701	34675	212300
702	34723	212242
703	34775	212207
704	34823	212151
705	34871	212095
706	34923	212060
707	34971	212005
708	35021	211955
709	35070	211907
710	35119	211851
711	35168	211800
712	35217	211751
713	35267	211701
714	35316	211651
715	35365	211601
716	35416	211557
717	35469	211535
718	35520	211494
719	35571	211450
720	35621	211406
721	35672	211365
722	35722	211323
723	35771	211270
724	35819	211209
725	35868	211157
726	35916	211104
727	35966	211055
728	36017	211014
729	36065	210961
730	36115	210914
731	36166	210869
732	36215	210820
733	36265	210772
734	36315	210728
735	36364	210674
736	36412	210621
737	36464	210585
738	36514	210537
739	36563	210489
740	36615	210454
741	36665	210405
742	36714	210352
743	36762	210297
744	36811	210245
745	36861	210198
746	36912	210161
747	36973	210177
748	37039	210222
749	37102	210247
750	37160	210247
751	37212	210212
752	37263	210168
753	37322	210173
754	37371	210119
755	37423	210088
756	37477	210064
757	37530	210034
758	37583	210003
759	37632	209950
760	37681	209898
761	37732	209854
762	37781	209803
763	37831	209757
764	37883	209723
765	37936	209688
766	37985	209639
767	38035	209590
768	38087	209556
769	38140	209523
770	38189	209472
771	38238	209421
772	38290	209383
773	38339	209330
774	38388	209279
775	38436	209223
776	38492	209205
777	38540	209148
778	38590	209099
779	38639	209052
780	38690	209009
781	38742	208970
782	38790	208912
783	38838	208858
784	38887	208805
785	38937	208755
786	38984	208692
787	39033	208643
788	39083	208596
789	39133	208547
790	39183	208500
791	39232	208450
792	39281	208393
793	39331	208345
794	39379	208290
795	39429	208240
796	39486	208232
797	39537	208190
798	39586	208140
799	39636	208091
800	39684	208031
801	39734	207988
802	39784	207939
803	39831	207878
804	39880	207826
805	39931	207783
806	39981	207734
807	40029	207678
808	40077	207621
809	40127	207574
810	40176	207521
811	40225	207470
812	40274	207415
813	40323	207362
814	40374	207322
815	40426	207284
816	40481	207264
817	40531	207216
818	40580	207161
819	40628	207105
820	40678	207061
821	40726	207003
822	40777	206961
823	40830	206924
824	40879	206873
825	40928	206822
826	40976	206766
827	41027	206721
828	41076	206670
829	41124	206613
830	41173	206560
831	41224	206516
832	41273	206465
833	41324	206422
834	41371	206360
835	41422	206320
836	41479	206305
837	41530	206265
838	41583	206232
839	41631	206176
840	41680	206124
841	41730	206074
842	41777	206011
843	41827	205966
844	41878	205921
845	41925	205863
846	41972	205801
847	42022	205753
848	42072	205705
849	42124	205669
850	42175	205623
851	42226	205581
852	42277	205540
853	42326	205487
854	42375	205434
855	42427	205398
856	42481	205368
857	42530	205318
858	42581	205275
859	42629	205217
860	42680	205172
861	42727	205111
862	42778	205068
863	42828	205022
864	42880	204981
865	42932	204944
866	42982	204897
867	43032	204849
868	43082	204804
869	43132	204757
870	43183	204710
871	43232	204659
872	43281	204607
873	43330	204555
874	43380	204509
875	43430	204458
876	43481	204417
877	43532	204376
878	43583	204331
879	43632	204280
880	43683	204237
881	43734	204191
882	43784	204144
883	43850	204173
884	43940	204312
885	44034	204467
886	44124	204606
887	44213	204738
888	44304	204878
889	44396	205023
890	44488	205164
891	44576	205292
892	44667	205430
893	44757	205564
894	44845	205688
895	44934	205817
896	45020	205931
897	45113	206075
898	45202	206201
899	45295	206344
900	45389	206492
901	45480	206626
902	45567	206743
903	45655	206865
904	45746	206997
905	45834	207117
906	45928	207261
907	46032	207450
908	46134	207629
909	46229	207780
910	46322	207918
911	46422	208087
912	46513	208216
913	46604	208343
914	46693	208461
915	46786	208596
916	46874	208709
917	46961	208821
918	47053	208949
919	47139	209055
920	47227	209163
921	47317	209284
922	47406	209402
923	47505	209559
924	47597	209687
925	47688	209807
926	47776	209918
927	47870	210051
928	47959	210166
929	48049	210281
930	48142	210410
931	48238	210549
932	48333	210689
933	48429	210829
934	48523	210962
935	48620	211105
936	48713	211228
937	48802	211337
938	48894	211460
939	48982	211561
940	49072	211674
941	49164	211792
942	49255	211908
943	49342	212003
944	49430	212104
945	49522	212222
946	49612	212333
947	49700	212432
948	49789	212534
949	49878	212640
950	49966	212739
951	50053	212834
952	50145	212949
953	50243	213085
954	50333	213194
955	50420	213286
956	50510	213391
957	50603	213508
958	50689	213594
959	50782	213709
960	50872	213811
961	50965	213927
962	51052	214019
963	51142	214121
964	51229	214206
965	51315	214294
966	51403	214384
967	51496	214498
968	51581	214578
969	51673	214686
970	51771	214815
971	51858	214903
972	51946	214993
973	52033	215080
974	52123	215174
975	52213	215274
976	52301	215363
977	52390	215454
978	52481	215555
979	52568	215637
980	52662	215748
981	52751	215842
982	52842	215940
983	52931	216027
984	53021	216121
985	53112	216219
986	53200	216305
987	53288	216390
988	53386	216516
989	53481	216625
990	53573	216728
991	53660	216805
992	53754	216913
993	53853	217038
994	53948	217147
995	54038	217239
996	54126	217318
997	54219	217420
998	54306	217498
999	54399	217598
1000	54488	217683
1001	54576	217761
1002	54673	217874
1003	54760	217952
1004	54853	218050
1005	54940	218122
1006	55030	218208
1007	55122	218304
1008	55209	218375
1009	55297	218451
1010	55388	218542
1011	55481	218637
1012	55573	218726
1013	55660	218800
1014	55746	218868
1015	55838	218957
1016	55924	219023
1017	56011	219093
1018	56106	219195
1019	56193	219264
1020	56280	219334
1021	56370	219415
1022	56464	219509
1023	56556	219598
1024	56643	219667
1025	56732	219743
1026	56821	219817
1027	56912	219899
1028	57002	219979
1029	57090	220047
1030	57179	220121
1031	57270	220201
1032	57366	220304
1033	57457	220383
1034	57545	220451
1035	57636	220533
1036	57728	220615
1037	57821	220703
1038	57914	220787
1039	58005	220865
1040	58097	220947
1041	58187	221021
1042	58276	221091
1043	58363	221154
1044	58457	221244
1045	58550	221328
1046	58644	221414
1047	58734	221486
1048	58825	221561
1049	58915	221635
1050	59007	221714
1051	59098	221789
1052	59192	221873
1053	59286	221956
1054	59376	222029
1055	59465	222093
1056	59557	222171
1057	59646	222235
1058	59736	222304
1059	59829	222384
1060	59922	222464
1061	60013	222537
1062	60104	222605
1063	60193	222670
1064	60285	222745
1065	60375	222810
1066	60463	222872
1067	60551	222930
1068	60644	223005
1069	60735	223075
1070	60831	223163
1071	60925	223243
1072	61016	223310
1073	61108	223380
1074	61202	223459
1075	61290	223516
1076	61380	223579
1077	61473	223652
1078	61579	223774
1079	61689	223911
1080	61783	223985
1081	61872	224044
1082	61967	224122
1083	62054	224175
1084	62145	224239
1085	62239	224315
1086	62331	224382
1087	62417	224427
1088	62510	224497
1089	62599	224555
1090	62691	224620
1091	62779	224674
1092	62869	224732
1093	62959	224788
1094	63053	224860
1095	63147	224933
1096	63241	225005
1097	63335	225076
1098	63425	225134
1099	63518	225202
1100	63605	225246
1101	63697	225310
1102	63784	225355
1103	63877	225421
1104	63972	225494
1105	64062	225551
1106	64157	225621
1107	64247	225677
1108	64336	225730
1109	64428	225791
1110	64522	225856
1111	64614	225916
1112	64702	225963
1113	64791	226014
1114	64885	226081
1115	64976	226135
1116	65069	226199
1117	65165	226271
1118	65260	226339
1119	65346	226380
1120	65434	226423
1121	65524	226473
1122	65609	226509
1123	65704	226576
1124	65792	226618
1125	65886	226682
1126	65975	226730
1127	66064	226773
1128	66155	226828
1129	66243	226869
1130	66332	226915
1131	66422	226963
1132	66518	227032
1133	66609	227084
1134	66694	227115
1135	66790	227181
1136	66880	227228
1137	66976	227296
1138	67066	227344
1139	67161	227407
1140	67252	227456
1141	67343	227505
1142	67442	227580
1143	67532	227626
1144	67620	227666
1145	67709	227708
1146	67799	227751
1147	67890	227800
1148	67981	227848
1149	68068	227882
1150	68158	227925
1151	68253	227985
1152	68344	228030
1153	68434	228076
1154	68523	228113
1155	68609	228143
1156	68697	228180
1157	68782	228207
1158	68869	228238
1159	68963	228291
1160	69053	228333
1161	69142	228371
1162	69231	228409
1163	69320	228448
1164	69412	228494
1165	69503	228539
1166	69594	228583
1167	69683	228617
1168	69771	228651
1169	69860	228689
1170	69953	228737
1171	70046	228786
1172	70139	228834
1173	70235	228892
1174	70325	228931
1175	70412	228959
1176	70503	229000
1177	70590	229029
1178	70678	229061
1179	70763	229082
1180	70854	229121
1181	70949	229174
1182	71053	229257
1183	71150	229316
1184	71245	229369
1185	71333	229397
1186	71425	229438
1187	71519	229489
1188	71613	229537
1189	71700	229561
1190	71784	229578
1191	71878	229624
1192	71967	229657
1193	72055	229685
1194	72144	229716
1195	72234	229748
1196	72318	229765
1197	72416	229824
1198	72505	229851
1199	72596	229888
1200	72684	229914
1201	72774	229948
1202	72866	229985
1203	72957	230021
1204	73047	230054
1205	73140	230093
1206	73230	230127
1207	73321	230160
1208	73414	230200
1209	73504	230232
1210	73595	230265
1211	73680	230282
1212	73768	230307
1213	73867	230363
1214	73961	230407
1215	74053	230441
1216	74143	230471
1217	74234	230504
1218	74322	230528
1219	74411	230554
1220	74502	230585
1221	74595	230624
1222	74684	230647
1223	74774	230678
1224	74869	230721
1225	74967	230772
1226	75054	230791
1227	75141	230808
1228	75234	230844
1229	75322	230866
1230	75414	230898
1231	75499	230912
1232	75585	230924
1233	75681	230970
1234	75772	231000
1235	75862	231025
1236	75953	231053
1237	76042	231075
1238	76137	231115
1239	76228	231143
1240	76317	231167
1241	76405	231185
1242	76490	231194
1243	76583	231228
1244	76671	231246
1245	76762	231272
1246	76851	231292
1247	76940	231313
1248	77034	231351
1249	77122	231368
1250	77217	231404
1251	77306	231425
1252	77397	231451
1253	77485	231469
1254	77574	231487
1255	77666	231516
1256	77753	231527
1257	77840	231542
1258	77932	231570
1259	78023	231594
1260	78113	231613
1261	78206	231646
1262	78292	231654
1263	78379	231666
1264	78467	231680
1265	78554	231691
1266	78639	231699
1267	78730	231720
1268	78815	231726
1269	78904	231743
1270	78998	231775
1271	79087	231792
1272	79177	231810
1273	79266	231827
1274	79354	231838
1275	79446	231864
1276	79532	231869
1277	79621	231887
1278	79707	231894
1279	79800	231919
1280	79894	231949
1281	79987	231974
1282	80076	231992
1283	80169	232017
1284	80264	232049
1285	80358	232077
1286	80453	232109
1287	80541	232119
1288	80630	232132
1289	80723	232157
1290	80818	232188
1291	80904	232192
1292	80992	232202
1293	81079	232210
1294	81165	232214
1295	81259	232241
1296	81354	232271
1297	81448	232297
1298	81541	232321
1299	81634	232345
1300	81727	232366
1301	81816	232380
1302	81911	232407
1303	82005	232433
1304	82096	232448
1305	82200	232503
1306	82292	232522
1307	82390	232557
1308	82499	232623
1309	82600	232669
1310	82693	232689
1311	82782	232699
1312	82870	232707
1313	82964	232730
1314	83053	232740
1315	83146	232758
1316	83237	232773
1317	83332	232799
1318	83423	232813
1319	83512	232823
1320	83614	232867
1321	83708	232888
1322	83800	232906
1323	83890	232917
1324	83976	232915
1325	84064	232919
1326	84158	232940
1327	84255	232971
1328	84343	232975
1329	84437	232997
1330	84528	233008
1331	84617	233015
1332	84704	233015
1333	84791	233017
1334	84884	233033
1335	84970	233033
1336	85058	233036
1337	85151	233054
1338	85245	233073
1339	85349	233118
1340	85444	233141
1341	85539	233161
1342	85631	233173
1343	85729	233203
1344	85830	233241
1345	85932	233281
1346	86025	233297
1347	86112	233296
1348	86204	233308
1349	86296	233318
1350	86388	233332
1351	86480	233343
1352	86567	233341
1353	86654	233340
1354	86742	233339
1355	86830	233341
1356	86921	233348
1357	87009	233350
1358	87099	233354
1359	87190	233363
1360	87282	233372
1361	87369	233369
1362	87464	233389
1363	87557	233401
1364	87653	233421
1365	87743	233427
1366	87829	233420
1367	87917	233417
1368	88006	233419
1369	88098	233428
1370	88186	233428
1371	88280	233441
1372	88368	233438
1373	88461	233451
1374	88555	233463
1375	88643	233460
1376	88731	233459
1377	88819	233458
1378	88904	233447
1379	88991	233441
1380	89078	233436
1381	89167	233436
1382	89255	233433
1383	89346	233435
1384	89440	233448
1385	89530	233450
1386	89621	233456
1387	89709	233452
1388	89804	233465
1389	89889	233453
1390	89976	233447
1391	90065	233444
1392	90149	233429
1393	90242	233438
1394	90336	233451
1395	90429	233457
1396	90517	233453
1397	90610	233461
1398	90706	233476
1399	90796	233477
1400	90891	233490
1401	90978	233481
1402	91066	233476
1403	91162	233490
1404	91252	233489
1405	91341	233485
1406	91431	233485
1407	91517	233474
1408	91605	233466
1409	91693	233461
1410	91784	233461
1411	91873	233456
1412	91958	233444
1413	92043	233429
1414	92127	233410
1415	92215	233404
1416	92302	233393
1417	92393	233395
1418	92479	233382
1419	92572	233386
1420	92664	233389
1421	92757	233393
1422	92845	233386
1423	92929	233367
1424	93017	233360
1425	93109	233360
1426	93200	233360
1427	93287	233348
1428	93378	233349
1429	93470	233349
1430	93561	233348
1431	93648	233337
1432	93741	233340
1433	93830	233332
1434	93924	233338
1435	94020	233347
1436	94107	233336
1437	94198	233335
1438	94289	233331
1439	94376	233320
1440	94468	233319
1441	94557	233310
1442	94644	233298
1443	94736	233297
1444	94828	233297
1445	94922	233300
1446	95006	233281
1447	95093	233267
1448	95184	233265
1449	95274	233258
1450	95369	233265
1451	95467	233278
1452	95554	233263
1453	95641	233249
1454	95732	233244
1455	95825	233245
1456	95915	233238
1457	96004	233230
1458	96105	233248
1459	96198	233247
1460	96290	233245
1461	96378	233232
1462	96473	233237
1463	96564	233231
1464	96655	233227
1465	96746	233221
1466	96832	233202
1467	96921	233192
1468	97010	233180
1469	97096	233163
1470	97186	233154
1471	97278	233151
1472	97373	233155
1473	97465	233151
1474	97559	233150
1475	97652	233148
1476	97741	233137
1477	97836	233139
1478	97926	233130
1479	98015	233118
1480	98103	233102
1481	98191	233089
1482	98281	233078
1483	98367	233059
1484	98454	233043
1485	98544	233030
1486	98629	233009
1487	98722	233006
1488	98809	232988
1489	98896	232970
1490	98986	232960
1491	99075	232946
1492	99163	232930
1493	99254	232923
1494	99341	232903
1495	99433	232898
1496	99520	232880
1497	99606	232858
1498	99693	232838
1499	99779	232817
1500	99866	232800
1501	99952	232779
1502	100038	232758
1503	100129	232748
1504	100219	232735
1505	100311	232726
1506	100402	232717
1507	100487	232694
1508	100574	232674
1509	100665	232664
1510	100755	232650
1511	100848	232645
1512	100937	232630
1513	101029	232620
1514	101116	232600
1515	101208	232591
1516	101298	232579
1517	101386	232561
1518	101478	232551
1519	101572	232547
1520	101660	232528
1521	101752	232519
1522	101837	232493
1523	101929	232484
1524	102018	232468
1525	102107	232451
1526	102194	232430
1527	102279	232404
1528	102368	232386
1529	102455	232367
1530	102544	232348
1531	102634	232334
1532	102733	232339
1533	102822	232321
1534	102910	232303
1535	102999	232285
1536	103086	232262
1537	103172	232239
1538	103264	232228
1539	103353	232209
1540	103446	232201
1541	103535	232181
1542	103621	232158
1543	103709	232138
1544	103798	232119
1545	103882	232088
1546	103972	232073
1547	104065	232062
1548	104152	232040
1549	104241	232022
1550	104331	232005
1551	104419	231982
1552	104507	231962
1553	104597	231944
1554	104683	231919
1555	104774	231905
1556	104861	231880
1557	104945	231848
1558	105036	231834
1559	105122	231808
1560	105207	231780
1561	105301	231771
1562	105392	231754
1563	105479	231731
1564	105572	231719
1565	105664	231705
1566	105758	231696
1567	105847	231675
1568	105940	231665
1569	106026	231636
1570	106108	231602
1571	106199	231586
1572	106287	231561
1573	106388	231566
1574	106476	231544
1575	106569	231532
1576	106659	231512
1577	106748	231490
1578	106837	231468
1579	106929	231455
1580	107019	231436
1581	107109	231416
1582	107195	231387
1583	107282	231362
1584	107373	231343
1585	107470	231338
1586	107558	231314
1587	107647	231292
1588	107736	231270
1589	107824	231245
1590	107913	231224
1591	108003	231202
1592	108087	231170
1593	108179	231153
1594	108262	231117
1595	108352	231098
1596	108439	231069
1597	108527	231046
1598	108614	231018
1599	108704	230996
1600	108793	230974
1601	108883	230952
1602	108974	230934
1603	109065	230914
1604	109151	230884
1605	109239	230858
1606	109327	230832
1607	109418	230814
1608	109506	230786
1609	109595	230763
1610	109686	230743
1611	109773	230714
1612	109864	230694
1613	109953	230671
1614	110041	230643
1615	110132	230624
1616	110225	230607
1617	110316	230586
1618	110406	230564
1619	110491	230532
1620	110579	230505
1621	110662	230468
1622	110752	230443
1623	110844	230425
1624	110931	230395
1625	111021	230372
1626	111116	230361
1627	111211	230347
1628	111297	230314
1629	111390	230298
1630	111482	230278
1631	111567	230245
1632	111659	230225
1633	111754	230210
1634	111843	230186
1635	111934	230164
1636	112022	230135
1637	112110	230107
1638	112198	230078
1639	112287	230051
1640	112374	230022
1641	112463	229996
1642	112555	229975
1643	112648	229956
1644	112734	229923
1645	112821	229893
1646	112906	229856
1647	112991	229822
1648	113079	229792
1649	113167	229763
1650	113255	229734
1651	113343	229706
1652	113432	229678
1653	113520	229649
1654	113608	229620
1655	113700	229599
1656	113790	229573
1657	113880	229546
1658	113971	229523
1659	114061	229497
1660	114146	229461
1661	114235	229434
1662	114322	229400
1663	114411	229372
1664	114498	229341
1665	114587	229312
